iso3,year,month,pop,ACLED_conflict_related_deaths,ACLED_protests,ACLED_strategic_developments,ACLED_violence_against_civilians,ACLED_battles,ACLED_explosions_remote_violence,ACLED_riots,ACLED_events,ACLED_protests_peaceful_protest,ACLED_strategic_developments_change_to_group_activity,ACLED_strategic_developments_arrests,ACLED_protests_protest_with_intervention,ACLED_violence_against_civilians_attack,ACLED_battles_armed_clash,ACLED_battles_government_regains_territory,ACLED_battles_non_state_actor_overtakes_territory,ACLED_explosions_remote_violence_air_drone_strike,ACLED_explosions_remote_violence_remote_explosive_landmine_ied,ACLED_explosions_remote_violence_shelling_artillery_missile_attack,ACLED_explosions_remote_violence_suicide_bomb,ACLED_riots_mob_violence,ACLED_strategic_developments_disrupted_weapons_use,ACLED_strategic_developments_looting_property_destruction,ACLED_strategic_developments_non_violent_transfer_of_territory,ACLED_violence_against_civilians_abduction_forced_disappearance,ACLED_violence_against_civilians_sexual_violence,ACLED_riots_violent_demonstration,ACLED_strategic_developments_agreement,ACLED_strategic_developments_headquarters_or_base_established,ACLED_protests_excessive_force_against_protesters,ACLED_strategic_developments_other,ACLED_explosions_remote_violence_grenade,ACLED_explosions_remote_violence_chemical_weapon,ACLED_Gang_Events,yearmon,region_code,ACLED_conflict_related_deaths_change,ACLED_events_change,ACLED_BRD_per_100k
PER,2021,9,33155882,1,75,0,3,0,0,19,25,74,0,0,1,2,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,2,Sep 2021,LAC,-0.7818181818181817,-0.1428571428571429,0.0030160560952653894
MEX,2021,10,127648148,644,591,56,451,94,0,77,1226,589,3,24,2,9,13,0,0,0,0,0,0,56,0,1,0,1,1,21,0,0,0,3,0,0,546,Oct 2021,LAC,-0.05951077035414387,-0.004802814043157744,0.5045118241746838
AFG,2021,10,40000412,446,18,15,61,74,21,0,214,16,4,1,2,33,66,0,0,0,10,0,2,0,0,2,0,5,0,0,5,0,0,1,1,0,41,Oct 2021,SAR,-0.8952498385297398,-0.8074385122975405,1.114988515618289
BRA,2021,10,209550294,611,278,33,312,427,8,45,1526,275,0,1,2,23,54,0,0,0,0,0,0,20,0,1,0,2,1,25,0,0,1,0,0,0,698,Oct 2021,LAC,0.21390728476821197,0.1297427355173053,0.2915767801308835
PRY,2021,10,6684182,7,167,1,6,0,0,2,17,165,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,Oct 2021,LAC,1.4705882352941173,0.3421052631578947,0.10472485638482017
MMR,2021,10,53387102,1751,424,352,288,261,498,0,1722,419,43,156,4,183,240,0,0,4,255,39,0,0,4,92,0,17,0,0,0,1,1,42,5,0,318,Oct 2021,EAP,3,1.205807002561913,3.279818410072156
NIC,2021,10,6644741,10,0,5,3,2,0,0,13,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,Oct 2021,LAC,2.076923076923077,0.3565217391304347,0.15049495533384974
COL,2021,10,51188173,163,127,29,101,48,20,37,359,124,4,2,1,19,31,0,0,0,5,0,0,25,1,4,0,1,0,11,0,0,1,12,0,0,121,Oct 2021,LAC,-0.07952941176470596,-0.15842938073842538,0.3184329317633587
UGA,2021,10,45910930,32,42,8,15,9,5,21,78,32,0,3,9,9,7,0,0,0,2,0,1,19,0,2,0,0,1,2,0,0,1,2,0,0,10,Oct 2021,SSA,0.47126436781609193,0.0010695187165774556,0.06970017814929909
VEN,2021,10,28237826,111,115,1,34,41,0,3,120,114,0,0,1,10,25,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,40,Oct 2021,LAC,-0.22603137710633348,-0.4012474012474012,0.39308975131442486
PRI,2021,10,3262693,23,16,1,23,2,0,0,50,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,Oct 2021,LAC,0.8157894736842106,0.5544041450777204,0.7049391407650061
BFA,2021,10,21995243,223,7,51,86,34,82,2,270,6,1,0,1,41,34,0,0,66,11,3,0,1,7,34,0,36,1,1,0,0,0,5,0,0,14,Oct 2021,SSA,0.49832026875699875,1.513576415826222,1.0138555868648509
NGA,2021,10,218529286,845,72,15,142,96,19,19,385,62,5,1,8,72,72,0,0,4,9,6,0,13,0,4,0,13,1,6,0,1,2,0,0,0,84,Oct 2021,SSA,-0.018867924528301883,-0.052113254000820675,0.38667586183391456
YEM,2021,10,37140230,1471,23,55,47,229,344,4,701,19,21,7,2,37,186,40,0,250,17,68,0,0,7,11,3,5,0,4,0,0,2,5,0,0,18,Oct 2021,MNA,0.0185804962492786,-0.058428475486904,3.9606647562494897
CMR,2021,10,26915758,113,12,22,33,39,1,9,112,12,0,2,0,22,37,0,0,0,1,0,0,6,1,15,0,5,0,3,4,0,0,0,0,0,8,Oct 2021,SSA,-0.14068441064638781,-0.15097915350600122,0.41982841426944023
IND,2021,10,1414203896,72,1448,20,27,42,8,101,281,1373,0,9,74,21,42,0,0,0,0,0,0,54,4,2,0,0,2,47,1,0,1,3,5,0,8,Oct 2021,SAR,0.04854368932038833,-0.25414731254147316,0.005091203623724142
ETH,2021,10,122138588,380,10,9,30,50,29,0,127,7,0,1,2,20,44,1,5,21,0,8,0,0,0,5,1,3,2,0,0,0,1,1,0,0,6,Oct 2021,SSA,-0.5615806172483415,-0.13112884834663618,0.3111219854613024
CAF,2021,10,5112100,183,5,12,37,21,3,2,82,5,1,2,0,20,20,0,1,1,1,0,0,1,0,5,0,9,3,1,1,0,0,2,0,0,7,Oct 2021,SSA,0.8376569037656905,-0.01501501501501501,3.5797421803172864
HND,2021,10,10289877,50,48,13,37,3,0,3,100,48,0,6,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,44,Oct 2021,LAC,-0.1573033707865169,-0.1385498923187365,0.48591445748088147
HTI,2021,10,11374586,38,32,14,38,16,0,47,161,31,1,1,1,3,6,0,0,0,0,0,0,1,0,1,0,4,1,45,0,0,0,7,0,0,45,Oct 2021,LAC,-0.31634182908545727,0.4482758620689655,0.3340780930400456
IRQ,2021,10,43071211,182,110,66,37,144,236,10,571,105,25,1,4,13,134,0,0,143,18,43,0,1,6,22,0,1,0,9,0,0,1,3,1,0,73,Oct 2021,MNA,-0.20350109409190376,-0.10007880220646181,0.4225560316843657
GTM,2021,10,17598650,53,59,11,26,28,0,9,125,58,5,5,1,4,1,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,50,Oct 2021,LAC,-0.0392749244712991,0.030219780219780334,0.30115946393615417
MOZ,2021,10,31707800,71,2,15,11,13,1,1,44,1,0,4,1,7,12,1,0,1,0,0,0,1,1,9,0,2,1,0,0,0,0,0,0,0,2,Oct 2021,SSA,-0.566412213740458,-0.007518796992481258,0.22391966645431094
TZA,2021,10,62830412,8,1,1,6,1,0,3,15,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,Oct 2021,SSA,0.6551724137931036,0.5,0.01273268747624956
SYR,2021,10,21628839,438,11,87,152,117,430,3,936,11,65,6,0,33,77,0,0,66,3,292,0,1,1,7,0,81,0,2,3,2,0,2,1,0,147,Oct 2021,MNA,-0.22751322751322756,-0.1640369157487348,2.025074022697196
LKA,2021,10,22156000,1,122,0,1,0,0,4,6,121,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,Oct 2021,SAR,-0.4782608695652174,-0.76,0.004513450081242102
COD,2021,10,99148932,483,34,43,133,130,4,29,416,30,4,4,4,61,111,6,2,0,1,0,0,19,0,10,2,16,3,10,5,4,0,8,0,0,73,Oct 2021,SSA,0.0942042665659808,0.16744621141253524,0.48714594323618127
LBY,2021,10,7135175,9,15,1,8,4,1,0,22,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Oct 2021,MNA,0.04854368932038833,0.5085714285714285,0.1261356589011482
TUR,2021,10,84147318,17,217,111,5,13,8,1,153,202,11,31,15,5,13,0,0,1,4,1,0,0,13,56,0,0,0,1,0,0,0,0,2,0,0,Oct 2021,ECA,-0.04225352112676062,-0.16049382716049387,0.02020266409441594
SLV,2021,10,6255782,27,22,3,19,12,0,1,61,21,1,0,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,Oct 2021,LAC,-0.21167883211678828,-0.10731707317073169,0.4316007175441855
SDN,2021,10,48066924,61,132,3,28,7,0,7,79,112,0,0,7,16,5,0,0,0,0,0,0,1,0,1,0,1,0,6,0,0,13,1,0,0,14,Oct 2021,SSA,-0.4373558800922368,-0.027692307692307683,0.12690639409336865
SSD,2021,10,10865780,159,1,8,55,43,1,5,135,0,0,0,1,33,37,0,0,0,0,0,0,5,0,8,0,3,4,0,0,0,0,0,0,0,22,Oct 2021,SSA,-0.4278860569715143,-0.2143549951503395,1.4633095829291591
SOM,2021,10,17271431,226,6,17,23,178,35,2,260,6,0,1,0,20,167,9,0,1,20,12,1,0,0,9,7,0,0,2,0,0,0,0,1,0,5,Oct 2021,SSA,-0.2143684820393975,-0.05939101597829366,1.3085192535580867
BLZ,2021,10,395346,5,1,1,8,3,0,0,22,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Oct 2021,LAC,-0.23076923076923073,-0.0989761092150171,1.2647149585426438
PAK,2021,10,239477801,108,748,3,8,33,17,21,91,744,0,1,3,5,32,0,0,0,10,3,0,8,0,1,0,0,0,13,1,0,1,0,3,0,5,Oct 2021,SAR,0.03266932270916345,-0.166412213740458,0.04509812581751576
KEN,2021,10,53219166,37,16,1,12,4,3,33,57,15,0,0,1,6,4,0,0,0,2,0,0,24,1,0,0,2,2,9,0,0,0,0,0,0,3,Oct 2021,SSA,0.427652733118971,0.4522292993630572,0.06952382530759689
MLI,2021,10,22388630,192,13,24,26,23,18,0,98,13,1,2,0,16,23,0,0,1,15,1,0,0,5,12,0,6,0,0,0,0,0,2,0,0,7,Oct 2021,SSA,0.16776482513938173,-0.2154769846564376,0.8575781546258078
PHL,2021,10,113100950,56,20,7,30,17,2,0,75,20,0,1,0,16,14,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,19,Oct 2021,EAP,-0.4920634920634921,-0.38440492476060184,0.04951328879200396
BGD,2021,10,167658854,19,168,22,11,0,0,83,128,164,0,1,4,5,0,0,0,0,0,0,0,66,0,18,0,1,0,17,0,0,0,0,0,0,8,Oct 2021,SAR,0.795275590551181,0.7434733257661748,0.011332536007910444
TCD,2021,10,17828273,10,7,0,7,4,0,2,19,5,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,Oct 2021,SSA,-0.864406779661017,0.09615384615384626,0.05609068247945272
THA,2021,10,71727332,6,59,11,2,4,6,9,33,58,0,5,1,2,4,0,0,0,6,0,0,0,4,2,0,0,0,9,0,0,0,0,0,0,0,Oct 2021,EAP,0.028571428571428692,-0.16455696202531644,0.008365012098874667
EGY,2021,10,110957008,11,0,1,0,2,6,1,10,0,1,0,0,0,2,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 2021,MNA,-0.5741935483870968,-0.6765498652291105,0.009913749656984262
NER,2021,10,24502140,86,4,2,26,8,6,0,55,4,0,0,0,9,5,0,0,1,5,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,13,Oct 2021,SSA,-0.1435684647302905,0.1518324607329844,0.35098975028303653
TTO,2021,10,1367558,19,16,1,18,2,0,4,47,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,Oct 2021,LAC,0.3571428571428572,0.11683168316831671,1.389337783114135
IDN,2021,10,276758053,6,191,8,7,11,11,10,61,179,0,0,12,5,10,0,0,11,0,0,0,7,1,4,0,1,0,3,0,0,0,3,0,0,2,Oct 2021,EAP,-0.45038167938931295,-0.021390374331550888,0.002167958595950955
RUS,2021,10,144746762,1,101,2,15,0,0,2,37,87,1,0,13,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,Oct 2021,ECA,-0.7551020408163265,-0.36115107913669064,6.908617410039197e-4
BEN,2021,10,13413417,2,1,2,2,0,0,6,14,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,Oct 2021,SSA,-0.5636363636363636,-0.11578947368421055,0.0149104437743194
BDI,2021,10,12965481,23,0,4,39,4,1,5,66,0,0,2,0,13,1,0,0,0,0,0,0,5,0,2,0,17,0,0,0,0,0,0,0,0,13,Oct 2021,SSA,0.029850746268656803,0.19097744360902258,0.1773941128755655
GHA,2021,10,32518665,2,8,0,4,4,0,12,21,8,0,0,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,1,Oct 2021,SSA,-0.3513513513513514,-0.0117647058823529,0.006150313981216634
IRN,2021,10,88455488,8,329,6,8,4,1,3,33,325,0,0,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,7,Oct 2021,MNA,-0.4545454545454545,-0.3935681470137825,0.009044096845636078
JAM,2021,10,2837682,15,0,1,10,5,0,2,31,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,Oct 2021,LAC,-0.4193548387096774,-0.33213644524236985,0.5286004562879139
SWZ,2021,10,1206593,4,13,0,5,0,0,22,31,9,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,4,0,0,0,0,Oct 2021,SSA,2,4.8125,0.33151195142023865
USA,2021,10,332048977,7,1203,41,5,1,0,8,71,1187,4,0,14,3,1,0,0,0,0,0,0,3,0,3,0,0,2,5,0,0,2,34,0,0,0,Oct 2021,NAR,0.050000000000000044,-0.43576158940397347,0.002108122742386886
MYS,2021,10,34282399,1,8,3,1,0,0,0,4,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 2021,EAP,-0.4545454545454545,-0.30434782608695654,0.0029169487234542717
AZE,2021,10,10137750,2,5,1,1,6,1,0,13,1,0,0,4,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Oct 2021,ECA,-0.9966077738515902,-0.9154471544715447,0.01972824344652413
ZAF,2021,10,61502603,16,105,2,16,1,0,48,91,97,0,0,8,1,0,0,0,0,0,0,0,22,0,1,0,0,0,26,0,0,0,1,0,0,16,Oct 2021,SSA,0.7943925233644862,0.05303760848601735,0.026015159065706537
LSO,2021,10,2261542,1,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Oct 2021,SSA,-0.4,0.16129032258064502,0.04421761789080194
DZA,2021,10,44761099,1,71,0,0,0,2,4,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,Oct 2021,MNA,-0.7551020408163265,-0.681063122923588,0.002234082769058016
CIV,2021,10,29639736,6,6,3,4,3,1,6,24,4,0,0,2,2,2,0,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,5,Oct 2021,SSA,-0.12195121951219512,-0.1165644171779141,0.020243095282630047
SLB,2021,10,762591,1,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Oct 2021,EAP,NA,NA,0.13113189114479454
RWA,2021,10,13355260,2,1,1,2,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Oct 2021,SSA,-0.5294117647058824,-0.38983050847457634,0.014975372999102975
LBN,2021,10,5718122,11,114,7,1,5,2,16,37,113,1,0,1,0,5,0,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0,3,0,0,5,Oct 2021,MNA,1.3571428571428572,-0.4770318021201413,0.19237085182862484
GBR,2021,10,67026292,1,152,0,1,0,0,0,28,126,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Oct 2021,ECA,-0.33333333333333337,-0.06666666666666665,0.0014919518448074079
MAR,2021,10,36954442,2,141,0,0,0,2,2,30,115,0,0,26,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Oct 2021,MNA,-0.3513513513513514,0.7647058823529411,0.005412069271672402
MDG,2021,10,29691083,6,6,4,5,3,0,11,25,5,0,0,1,1,3,0,0,0,0,0,0,3,0,4,0,3,0,8,0,0,0,0,0,0,1,Oct 2021,SSA,-0.75,0.08303249097472931,0.02020808739108641
UKR,2021,10,44298640,4,84,8,5,218,482,4,735,79,0,0,5,1,218,0,0,10,0,470,0,2,0,0,0,0,1,2,0,0,0,0,0,0,13,Oct 2021,ECA,-0.6756756756756757,0.3975598161939471,0.009029622579835408
BLR,2021,10,9302585,1,46,5,4,0,0,0,11,46,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,Oct 2021,ECA,-0.19999999999999996,-0.8352059925093633,0.010749700217735178
SEN,2021,10,17220867,7,6,0,1,0,1,6,10,4,0,0,2,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 2021,SSA,2.230769230769231,-0.008264462809917439,0.040648359922877284
SAU,2021,10,30784383,17,0,16,0,0,4,0,20,0,0,0,0,0,0,0,0,3,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,Oct 2021,MNA,-0.5516483516483517,0.1428571428571428,0.055222805667406095
PAN,2021,10,4345405,1,57,0,1,0,0,6,8,57,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,Oct 2021,LAC,0,0.7391304347826089,0.02301281468585782
COG,2021,10,5892183,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oct 2021,SSA,-0.9318181818181818,-0.7647058823529411,0.016971638525144248
ZWE,2021,10,15797210,1,15,1,11,0,1,14,31,13,0,0,2,10,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0,0,2,Oct 2021,SSA,-0.4545454545454545,2.4444444444444446,0.006330231730792969
JOR,2021,10,11066356,1,27,0,0,1,0,1,3,26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Oct 2021,MNA,-0.19999999999999996,-0.7410071942446044,0.009036398250697882
BRA,2021,11,209550294,545,186,27,348,355,6,50,1453,184,0,0,1,30,38,0,0,0,0,0,0,21,0,2,0,1,0,29,0,0,1,0,0,0,665,Nov 2021,LAC,0.07530417625780994,0.07074428887251294,0.26008076132787483
MEX,2021,11,127648148,662,462,50,446,102,0,65,1187,457,4,22,3,20,24,0,0,0,0,0,0,35,1,2,0,1,0,30,0,0,1,6,0,0,519,Nov 2021,LAC,-0.033694197786157454,-0.05033668911260758,0.5186130863410567
SLV,2021,11,6255782,54,20,7,32,16,0,1,100,20,1,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,44,Nov 2021,LAC,0.6240601503759398,0.47239263803680975,0.863201435088371
MAR,2021,11,36954442,14,206,1,1,0,5,0,42,173,0,0,33,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Nov 2021,MNA,3.5405405405405403,1.2300884955752216,0.03788448490170681
NGA,2021,11,218529286,719,67,32,149,80,7,31,371,66,14,1,1,63,69,0,0,6,1,0,0,22,0,8,2,25,3,9,3,0,0,2,0,0,71,Nov 2021,SSA,-0.1825675035528186,-0.08338480543545401,0.3290176859864906
MMR,2021,11,53387102,1949,378,433,256,329,377,0,1663,376,59,197,2,165,289,0,0,5,197,30,0,0,4,126,0,15,3,0,1,1,0,29,8,0,266,Nov 2021,EAP,2.391531322505801,0.8254665203073546,3.65069450669939
PAK,2021,11,239477801,68,425,4,13,28,17,15,97,420,0,0,5,9,23,0,0,0,12,0,0,10,0,2,0,0,0,3,2,0,0,0,1,0,15,Nov 2021,SAR,-0.37037037037037035,-0.12808988764044948,0.028395116255472884
IND,2021,11,1414203896,93,944,33,27,29,14,112,285,902,1,3,42,14,27,0,0,0,3,0,0,67,3,6,0,4,1,45,3,0,0,6,4,0,28,Nov 2021,SAR,0.3880597014925373,-0.20888272033310207,0.006576138013977017
AFG,2021,11,40000412,284,17,11,75,59,31,0,232,16,2,0,1,34,56,0,0,0,13,1,0,0,1,1,0,2,4,0,2,0,0,5,0,0,55,Nov 2021,SAR,-0.929221183800623,-0.7735849056603774,0.7099926870753231
CAF,2021,11,5112100,381,5,6,28,23,1,2,65,5,0,1,0,24,19,0,0,0,0,0,0,2,0,4,0,3,1,0,1,0,0,0,0,0,5,Nov 2021,SSA,2.351906158357771,-0.2514395393474088,7.452905850824514
MDG,2021,11,29691083,30,10,2,14,7,0,6,33,10,0,0,0,7,7,0,0,0,0,0,0,4,0,1,0,3,1,2,0,0,0,0,0,0,4,Nov 2021,SSA,0.3138686131386863,0.41428571428571437,0.10104043695543204
BFA,2021,11,21995243,273,27,62,38,35,29,9,181,25,1,0,2,20,32,1,2,25,4,0,0,1,9,44,0,14,1,8,0,0,0,5,0,0,6,Nov 2021,SSA,0.7518716577540105,0.44799999999999995,1.2411774673278217
KEN,2021,11,53219166,51,13,3,11,4,1,38,61,13,0,0,0,7,3,0,0,0,1,0,0,27,0,0,0,2,1,11,0,0,0,1,0,0,4,Nov 2021,SSA,0.7790697674418603,0.46693386773547085,0.09583013758614706
SDN,2021,11,48066924,154,136,4,34,16,0,6,101,106,0,0,17,25,15,0,0,0,0,0,0,0,0,1,0,0,1,6,1,0,13,0,0,0,11,Nov 2021,SSA,0.4042553191489362,0.20958083832335328,0.32038663426850444
YEM,2021,11,37140230,2167,42,81,51,212,395,1,766,38,29,3,2,37,145,23,37,294,22,73,0,0,12,12,15,5,0,1,0,3,2,7,0,0,22,Nov 2021,MNA,0.5045998958514146,0.06106429643310629,5.834643458050745
ETH,2021,11,122138588,904,27,31,61,131,16,0,251,26,1,27,1,40,107,6,11,12,0,4,0,0,0,2,0,4,13,0,0,0,0,1,0,0,11,Nov 2021,SSA,0.01687289088863886,0.6254722072315166,0.7401428285710983
ZAF,2021,11,61502603,18,79,2,16,2,0,36,75,77,0,0,2,1,0,0,0,0,0,0,0,20,0,0,0,0,2,16,0,0,0,0,0,0,17,Nov 2021,SSA,0.8620689655172415,-0.15014164305949007,0.02926705394891985
CMR,2021,11,26915758,88,5,16,38,21,6,6,91,4,1,1,1,26,21,0,0,0,3,0,0,3,1,12,0,8,2,3,1,0,0,0,2,0,3,Nov 2021,SSA,-0.31339401820546153,-0.30710659898477166,0.3269460217319535
BGD,2021,11,167658854,21,116,7,19,2,0,137,192,107,0,0,9,5,1,0,0,0,0,0,0,127,0,4,0,0,0,10,0,0,0,0,0,0,18,Nov 2021,SAR,0.9842519685039368,1.469453376205788,0.012525434535058914
COL,2021,11,51188173,114,85,36,76,30,8,32,260,85,5,2,0,8,22,0,0,0,3,0,0,14,2,9,0,9,4,15,0,0,0,11,0,0,78,Nov 2021,LAC,-0.3744855967078189,-0.40616673011039206,0.22270769460750242
TUR,2021,11,84147318,10,369,112,3,8,10,1,165,340,19,18,29,2,7,0,0,0,3,1,0,1,7,68,0,0,0,0,0,0,0,0,6,0,2,Nov 2021,ECA,-0.375,-0.056693663649356796,0.011883920055538788
HND,2021,11,10289877,57,36,10,42,8,1,7,118,36,0,4,0,3,2,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,1,0,0,50,Nov 2021,LAC,-0.02840909090909083,0.04811250925240573,0.5539424815282048
IRQ,2021,11,43071211,115,160,52,18,99,159,7,401,153,8,0,5,4,88,0,0,60,32,42,0,1,5,28,0,2,0,6,0,0,1,0,0,0,59,Nov 2021,MNA,-0.49616648411829134,-0.3715554394671543,0.2669996903500113
MLI,2021,11,22388630,100,10,13,23,32,9,3,96,9,1,0,1,6,30,0,0,4,1,3,0,0,1,9,0,6,0,3,1,0,0,0,0,0,15,Nov 2021,SSA,-0.3623804463336876,-0.21041809458533234,0.4466552888676082
VEN,2021,11,28237826,108,170,6,35,43,1,1,140,168,0,2,2,10,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,52,Nov 2021,LAC,-0.2517321016166282,-0.28722952906236743,0.3824657039816025
BLZ,2021,11,395346,5,0,4,8,2,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Nov 2021,LAC,-0.22077922077922085,0.1095890410958904,1.2647149585426438
SYR,2021,11,21628839,404,25,76,161,169,356,2,917,22,55,9,3,38,121,0,0,72,10,218,0,0,1,3,0,79,0,2,0,2,0,3,1,0,150,Nov 2021,MNA,-0.2596212583995112,-0.16344838072069334,1.8678764958211582
COD,2021,11,99148932,826,33,48,216,213,6,33,635,27,9,3,6,114,162,16,7,4,1,0,0,22,0,14,4,22,6,11,2,3,0,3,0,0,113,Nov 2021,SSA,0.8959449120122418,0.7437070938215102,0.8330901637952086
SSD,2021,11,10865780,249,4,9,64,40,2,1,136,3,0,0,1,47,38,0,0,0,0,0,0,0,0,8,0,2,1,1,0,0,0,0,0,0,19,Nov 2021,SSA,-0.1321521928550683,-0.23666978484565016,2.291598026096608
PHL,2021,11,113100950,41,28,11,23,17,1,0,67,26,0,4,2,11,16,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0,0,1,0,0,13,Nov 2021,EAP,-0.6200772200772201,-0.4349964862965565,0.03625080072271718
GTM,2021,11,17598650,36,64,10,14,21,1,3,88,63,1,3,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,38,Nov 2021,LAC,-0.34045801526717556,-0.26869806094182824,0.2045611453151236
IRN,2021,11,88455488,17,317,4,11,2,0,1,22,314,0,0,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,Nov 2021,MNA,0.23636363636363633,-0.5525423728813559,0.019218705796976668
SOM,2021,11,17271431,183,1,7,26,160,48,0,249,1,1,0,0,25,153,6,0,0,27,9,2,0,1,4,1,1,0,0,0,0,0,0,3,0,8,Nov 2021,SSA,-0.3623693379790941,-0.10485320551228283,1.0595532008899553
UKR,2021,11,44298640,12,89,6,2,301,632,3,957,86,0,0,3,0,301,0,0,2,0,628,0,2,0,0,0,0,0,1,0,0,0,0,0,0,10,Nov 2021,ECA,0.006993006993007089,0.7048693586698336,0.027088867739506223
JAM,2021,11,2837682,20,3,2,9,7,0,2,36,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,Nov 2021,LAC,-0.19463087248322142,-0.1955307262569832,0.7048006083838851
HTI,2021,11,11374586,37,6,15,33,25,0,6,127,6,0,1,0,4,12,0,0,0,0,0,0,1,0,0,0,6,0,5,1,0,0,1,0,0,48,Nov 2021,LAC,-0.3179723502304147,0.12389380530973448,0.32528656427583386
NER,2021,11,24502140,188,1,4,4,7,1,1,18,1,0,0,0,2,7,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,Nov 2021,SSA,0.7876386687797146,-0.6149732620320856,0.7672799192233822
MOZ,2021,11,31707800,114,1,5,20,30,0,1,56,1,0,1,0,20,30,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,Nov 2021,SSA,-0.2769556025369978,0.3493975903614457,0.3595329855745274
