iso3,year,month,pop,ACLED_conflict_related_deaths,ACLED_protests,ACLED_strategic_developments,ACLED_violence_against_civilians,ACLED_battles,ACLED_explosions_remote_violence,ACLED_riots,ACLED_events,ACLED_protests_peaceful_protest,ACLED_strategic_developments_change_to_group_activity,ACLED_strategic_developments_arrests,ACLED_protests_protest_with_intervention,ACLED_violence_against_civilians_attack,ACLED_battles_armed_clash,ACLED_battles_government_regains_territory,ACLED_battles_non_state_actor_overtakes_territory,ACLED_explosions_remote_violence_air_drone_strike,ACLED_explosions_remote_violence_remote_explosive_landmine_ied,ACLED_explosions_remote_violence_shelling_artillery_missile_attack,ACLED_explosions_remote_violence_suicide_bomb,ACLED_riots_mob_violence,ACLED_strategic_developments_disrupted_weapons_use,ACLED_strategic_developments_looting_property_destruction,ACLED_strategic_developments_non_violent_transfer_of_territory,ACLED_violence_against_civilians_abduction_forced_disappearance,ACLED_violence_against_civilians_sexual_violence,ACLED_riots_violent_demonstration,ACLED_strategic_developments_agreement,ACLED_strategic_developments_headquarters_or_base_established,ACLED_protests_excessive_force_against_protesters,ACLED_strategic_developments_other,ACLED_explosions_remote_violence_grenade,ACLED_explosions_remote_violence_chemical_weapon,ACLED_Gang_Events,yearmon,region_code,ACLED_conflict_related_deaths_change,ACLED_events_change,ACLED_BRD_per_100k
LBR,2021,8,5259323,1,1,0,2,0,0,2,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Aug 2021,SSA,-0.2941176470588236,-0.21052631578947367,0.019013854064487006
NER,2021,8,24502140,177,0,3,21,4,3,0,38,0,0,0,0,9,2,0,0,1,1,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,7,Aug 2021,SSA,0.9612188365650969,-0.2536824877250409,0.7223858813964822
IDN,2021,8,276758053,6,131,10,2,10,0,17,55,117,0,2,13,1,10,0,0,0,0,0,0,13,0,3,0,0,1,4,0,0,1,3,0,0,2,Aug 2021,EAP,-0.4893617021276596,-0.09959072305593453,0.002167958595950955
PSE,2021,8,4922749,6,41,90,24,7,16,142,297,34,1,0,7,24,0,0,0,13,0,0,0,112,0,61,0,0,0,30,0,0,0,27,0,0,11,Aug 2021,MNA,-0.7293233082706767,-0.27795786061588323,0.12188311855835021
BDI,2021,8,12965481,7,0,3,34,1,0,4,46,0,0,0,0,15,1,0,0,0,0,0,0,4,0,3,0,14,1,0,0,0,0,0,0,0,4,Aug 2021,SSA,-0.7692307692307692,-0.20916905444126066,0.05398951261430254
BGD,2021,8,167658854,7,80,5,14,1,0,34,65,78,0,1,2,6,1,0,0,0,0,0,0,27,1,2,0,0,0,7,0,0,0,0,0,0,9,Aug 2021,SAR,-0.37777777777777777,-0.10138248847926257,0.004175144845019637
TCD,2021,8,17828273,58,4,3,5,5,0,1,23,3,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,Aug 2021,SSA,-0.17241379310344818,0.46031746031746024,0.3253259583808258
KEN,2021,8,53219166,13,20,2,14,7,0,16,49,14,0,0,6,6,7,0,0,0,0,0,0,8,0,1,0,3,1,8,1,0,0,0,0,0,4,Aug 2021,SSA,-0.49185667752442996,0.3642691415313226,0.02442728997293945
UGA,2021,8,45910930,30,48,9,27,4,0,33,88,44,0,4,4,17,3,0,0,0,0,0,0,28,0,4,0,1,0,5,0,0,0,0,0,0,11,Aug 2021,SSA,0.6589861751152075,0.23508771929824568,0.06534391701496789
SRB,2021,8,6834326,1,26,1,3,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Aug 2021,ECA,-0.19999999999999996,0.18518518518518512,0.01463202077278725
ARG,2021,8,45312281,2,225,0,6,0,0,17,25,224,0,0,1,5,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,1,Aug 2021,LAC,0.6000000000000001,0.22448979591836737,0.004413814435870046
POL,2021,8,36981559,1,226,1,1,0,0,2,12,219,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Aug 2021,ECA,NA,NA,0.002704050416046549
DZA,2021,8,44761099,2,76,0,0,0,1,5,9,74,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,Aug 2021,MNA,-0.510204081632653,-0.6593059936908517,0.004468165538116032
CHL,2021,8,19456334,4,130,15,11,1,0,31,64,128,0,0,2,8,1,0,0,0,0,0,0,6,0,13,0,0,1,25,0,0,0,0,0,0,4,Aug 2021,LAC,1.4,-0.24334975369458123,0.02055885759362478
UKR,2021,8,44298640,13,63,3,2,193,356,6,572,59,0,0,4,0,192,0,0,0,1,353,0,4,0,0,0,0,0,2,0,0,0,0,0,0,8,Aug 2021,ECA,0.08333333333333326,0.25645249862712793,0.029346273384465077
TTO,2021,8,1367558,17,8,6,23,1,0,0,55,8,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Aug 2021,LAC,0.48905109489051113,0.4864864864864864,1.243091700681068
RWA,2021,8,13355260,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Aug 2021,SSA,-0.8260869565217391,-0.6307692307692307,0.007487686499551487
USA,2021,8,332048977,4,1061,54,7,0,0,15,93,1045,5,1,12,6,0,0,0,0,0,0,0,3,0,1,0,0,1,12,0,0,4,46,0,0,1,Aug 2021,NAR,-0.3142857142857143,-0.3921568627450981,0.0012046415670782205
ZAF,2021,8,61502603,12,98,3,12,0,0,40,68,94,0,0,4,6,0,0,0,0,0,0,0,15,0,0,0,0,0,25,0,0,0,0,0,0,9,Aug 2021,SSA,0.5483870967741935,-0.24723247232472323,0.0195113692992799
TZA,2021,8,62830412,1,1,1,0,1,0,2,5,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Aug 2021,SSA,-0.8125,-0.5121951219512195,0.001591585934531195
CHN,2021,8,1412360000,1,129,4,21,0,0,0,26,129,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,Aug 2021,EAP,-0.4285714285714286,-0.5916230366492146,7.080347786683282e-5
JOR,2021,8,11066356,1,20,0,0,2,0,2,6,19,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Aug 2021,MNA,-0.25,-0.5102040816326531,0.009036398250697882
CIV,2021,8,29639736,1,5,1,0,2,0,5,11,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,2,Aug 2021,SSA,-0.8723404255319149,-0.6,0.0033738492137716744
MWI,2021,8,20047258,2,3,0,3,0,0,7,12,2,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,Aug 2021,SSA,0.19999999999999996,0.2857142857142856,0.009976426701347386
ARM,2021,8,2962300,2,19,4,0,19,0,0,25,17,2,0,2,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Aug 2021,ECA,-0.3513513513513514,-0.7255260750228728,0.06751510650508051
PNG,2021,8,10012896,7,4,2,0,1,0,10,13,4,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,2,1,0,0,0,0,0,0,Aug 2021,EAP,1.1875,-0.1333333333333333,0.06990984426483607
MYS,2021,8,34282399,2,2,2,0,1,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Aug 2021,EAP,0.09090909090909105,-0.3513513513513514,0.005833897446908543
NIC,2021,8,6644741,16,2,6,2,0,0,0,8,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,Aug 2021,LAC,7,-0.19999999999999996,0.24079192853415954
KGZ,2021,8,6851224,1,24,1,5,0,0,2,11,23,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,Aug 2021,ECA,-0.813953488372093,-0.23478260869565215,0.014595932055352446
ZMB,2021,8,19603607,1,0,1,4,1,0,13,20,0,0,0,0,3,1,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,1,Aug 2021,SSA,-0.33333333333333337,2.037974683544304,0.0051011020573917855
SUR,2021,8,617896,1,3,0,1,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Aug 2021,LAC,-0.33333333333333337,0.19999999999999996,0.16183953286637234
COG,2021,8,5892183,1,3,0,1,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Aug 2021,SSA,-0.9563636363636364,-0.05882352941176472,0.016971638525144248
LSO,2021,8,2261542,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Aug 2021,SSA,-0.36842105263157887,-0.22580645161290325,0.04421761789080194
MEX,2021,9,127648148,652,515,41,413,89,2,58,1086,511,1,24,4,22,15,0,0,0,0,0,0,30,0,0,0,0,0,28,0,0,0,4,0,0,479,Sep 2021,LAC,-0.04363769710304366,-0.11939995945672,0.5107790518041828
PRI,2021,9,3262693,14,6,3,16,3,0,0,42,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Sep 2021,LAC,0.12751677852349008,0.3475935828877006,0.42909339003087327
TTO,2021,9,1367558,26,13,5,21,7,0,2,59,13,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,Sep 2021,LAC,1.0939597315436242,0.49367088607594933,1.9011990716298686
HND,2021,9,10289877,65,62,14,46,8,0,3,133,62,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,62,Sep 2021,LAC,0.11428571428571432,0.17180616740088106,0.6316887947251458
SLV,2021,9,6255782,22,22,1,13,11,0,2,44,22,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,17,Sep 2021,LAC,-0.36690647482014394,-0.36690647482014394,0.3516746587397067
BRA,2021,9,209550294,520,877,38,312,380,9,58,1450,877,0,0,0,32,50,0,0,0,0,0,0,18,0,2,0,1,0,40,0,0,0,1,0,0,653,Sep 2021,LAC,0.0503282275711161,0.08182044267595123,0.24815045117522003
SSD,2021,9,10865780,201,1,4,52,50,1,4,133,1,1,1,0,29,44,0,0,0,0,0,0,4,0,2,0,6,2,0,0,0,0,0,0,0,22,Sep 2021,SSA,-0.24789522918615525,-0.19596977329974807,1.8498441897406352
MMR,2021,9,53387102,1243,458,445,272,251,401,0,1762,456,81,232,1,160,219,0,1,2,127,37,0,0,5,67,0,11,1,0,0,4,1,27,4,0,391,Sep 2021,EAP,2.692079207920792,1.7303719008264462,2.3282777177154137
COD,2021,9,99148932,405,59,46,149,129,5,43,496,44,3,0,14,55,97,10,4,1,4,0,0,32,0,14,0,18,1,11,5,7,1,1,0,0,109,Sep 2021,SSA,-0.08937605396290049,0.43594692400482504,0.4084764120303383
PHL,2021,9,113100950,81,29,7,26,28,4,1,80,26,1,1,3,19,28,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,11,Sep 2021,EAP,-0.2805329385640266,-0.368421052631579,0.07161743557414858
IRQ,2021,9,43071211,206,66,97,31,173,313,4,715,61,22,3,4,8,159,0,0,190,27,62,0,0,20,26,0,1,0,4,1,0,1,2,1,0,92,Sep 2021,MNA,-0.09781021897810227,0.1530708238140035,0.4782777061921941
VEN,2021,9,28237826,125,121,2,54,63,0,1,197,118,0,0,3,12,31,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,74,Sep 2021,LAC,-0.1228070175438597,-0.01087866108786606,0.44266863886759555
SOM,2021,9,17271431,145,7,1,33,157,51,4,256,4,0,0,2,27,149,3,1,6,21,13,2,0,0,1,0,4,0,4,0,0,1,0,8,0,7,Sep 2021,SSA,-0.5120583286595626,-0.0752558699578566,0.8395366892297459
LBY,2021,9,7135175,23,24,0,3,5,5,0,19,24,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,Sep 2021,MNA,1.967741935483871,0.2127659574468086,0.3223466838584898
YEM,2021,9,37140230,1079,59,66,42,187,324,24,683,41,16,17,4,35,133,48,0,230,9,72,0,3,12,10,5,5,0,21,0,1,14,4,0,0,22,Sep 2021,MNA,-0.28265927977839334,-0.1173810036614259,2.9052054874188986
MLI,2021,9,22388630,111,12,14,46,27,13,2,122,12,0,0,0,25,22,0,0,0,9,4,0,1,3,4,0,12,0,1,1,0,0,0,0,0,20,Sep 2021,SSA,-0.3204081632653062,-0.01744966442953022,0.4957873706430452
BFA,2021,9,21995243,55,5,34,40,21,42,5,151,5,0,0,0,16,21,0,0,36,6,0,0,1,5,25,3,15,1,4,0,0,0,0,0,0,9,Sep 2021,SSA,-0.6493092454835282,0.48160261651676195,0.25005406850926815
ARM,2021,9,2962300,1,27,5,0,4,0,1,14,23,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,Sep 2021,ECA,-0.6842105263157894,-0.8308157099697885,0.033757553252540255
GTM,2021,9,17598650,55,31,8,24,27,0,3,114,31,0,6,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,52,Sep 2021,LAC,0.01538461538461533,-0.04402515723270439,0.3125239720092166
NGA,2021,9,218529286,800,67,29,139,81,13,27,395,58,4,1,2,54,56,0,1,7,3,3,0,20,0,15,0,16,0,5,2,1,7,4,0,0,97,Sep 2021,SSA,-0.04143784323514732,-0.011676396997498006,0.3660836561741203
CAF,2021,9,5112100,238,8,12,32,13,2,2,67,7,1,0,1,27,10,1,1,0,1,0,0,2,0,9,0,2,1,0,0,1,0,0,0,0,5,Sep 2021,SSA,1.9812108559498958,-0.1728395061728395,4.655620977680406
AFG,2021,9,40000412,307,44,29,64,37,19,0,186,33,3,3,8,48,29,6,1,0,10,2,0,0,2,5,0,2,2,0,3,1,3,6,0,0,26,Sep 2021,SAR,-0.9317284705620726,-0.8419823008849557,0.7674920948314231
ETH,2021,9,122138588,853,4,12,39,80,7,1,144,4,0,2,0,31,65,11,3,2,1,3,0,1,0,8,1,0,4,0,0,0,0,1,1,0,5,Sep 2021,SSA,0.06636107927909163,0.06012269938650294,0.6983869831539234
SDN,2021,9,48066924,43,60,6,32,11,0,8,76,59,1,0,1,16,9,0,0,0,0,0,0,1,0,1,0,1,2,7,0,0,0,1,0,0,18,Sep 2021,SSA,-0.59592795614722,-0.02564102564102566,0.08945860567237462
PSE,2021,9,4922749,13,87,62,33,19,11,299,454,76,2,0,10,30,3,0,0,11,0,0,0,251,0,25,0,0,0,48,0,0,1,35,0,0,19,Sep 2021,MNA,-0.4200743494423792,0.12168004941321797,0.2640800902097588
CMR,2021,9,26915758,167,1,13,36,41,4,11,106,1,2,0,0,30,41,0,0,0,4,0,0,9,0,6,0,5,0,2,5,0,0,0,0,0,1,Sep 2021,SSA,0.2954104718810602,-0.20599250936329583,0.6204543821504117
COL,2021,9,51188173,132,85,37,79,39,22,37,297,84,5,3,1,19,28,0,0,1,7,0,0,15,2,9,0,5,1,22,0,0,0,14,1,0,82,Sep 2021,LAC,-0.26869806094182824,-0.31382364266461293,0.2578720674402659
HTI,2021,9,11374586,43,19,15,32,14,0,10,115,16,0,1,3,4,7,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,5,0,0,41,Sep 2021,LAC,-0.21221374045801533,0.03993971363978899,0.3780357368611042
MOZ,2021,9,31707800,106,2,4,18,17,2,0,43,1,0,0,1,16,16,1,0,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,Sep 2021,SSA,-0.35464231354642317,-0.0979020979020978,0.33430260062192896
SYR,2021,9,21628839,425,23,50,153,124,491,4,981,18,36,7,4,45,83,0,0,114,14,281,0,0,0,4,0,79,0,4,1,0,1,0,0,0,154,Sep 2021,MNA,-0.2652355568361907,-0.14148191365227547,1.9649690859504758
CRI,2021,9,5059988,1,20,0,2,1,0,1,8,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Sep 2021,LAC,-0.6,0.3913043478260869,0.019762892718322652
JAM,2021,9,2837682,33,8,1,19,6,0,3,51,7,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,Sep 2021,LAC,0.2899022801302933,0.07180385288966717,1.1629210038334106
KEN,2021,9,53219166,22,24,9,15,7,1,30,68,22,2,0,2,11,7,0,0,0,0,0,0,22,1,3,0,2,0,8,0,0,0,2,0,0,4,Sep 2021,SSA,-0.16455696202531644,0.8672768878718538,0.04133849072343599
IDN,2021,9,276758053,16,152,18,7,14,7,15,77,138,0,2,14,4,14,0,0,7,0,0,0,9,0,12,0,1,1,6,0,0,0,3,0,0,2,Sep 2021,EAP,0.4436090225563909,0.2709766162310867,0.00578122292253588
PAK,2021,9,239477801,146,532,1,12,36,11,25,99,525,0,0,7,7,36,0,0,0,7,1,1,16,0,0,0,0,0,9,0,0,0,0,1,0,7,Sep 2021,SAR,0.4936061381074168,-0.079783113865220745,0.06096598490145649
MDG,2021,9,29691083,67,3,6,13,9,1,7,37,2,0,0,1,12,9,0,0,1,0,0,0,5,0,6,0,1,0,2,0,0,0,0,0,0,0,Sep 2021,SSA,2.295081967213115,0.6145454545454545,0.22565697586713154
LSO,2021,9,2261542,2,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sep 2021,SSA,0.26315789473684226,0.19999999999999996,0.08843523578160388
BDI,2021,9,12965481,36,0,4,43,8,8,3,83,0,0,0,0,13,3,0,0,0,0,0,0,3,0,4,0,22,1,0,0,0,0,0,3,0,17,Sep 2021,SSA,0.553956834532374,0.47994056463595824,0.27766035058784166
BLZ,2021,9,395346,7,5,0,10,0,0,3,23,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,9,Sep 2021,LAC,0.09090909090909083,-0.06756756756756765,1.7706009419597013
UGA,2021,9,45910930,20,39,6,21,8,0,32,82,37,2,1,2,9,7,0,0,0,0,0,0,26,0,3,0,0,1,5,0,0,0,0,0,0,13,Sep 2021,SSA,-0.012345679012345734,0.07776560788608977,0.04356261134331193
IND,2021,9,1414203896,35,1596,34,24,25,8,99,288,1514,0,7,82,13,23,0,0,0,3,0,0,55,10,0,0,1,0,44,5,0,0,10,3,0,16,Sep 2021,SAR,-0.5189003436426116,-0.26405451448040884,0.002474890650421458
TCD,2021,9,17828273,43,5,1,9,2,1,0,17,5,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,Sep 2021,SSA,-0.41628959276018107,0.014925373134328401,0.24118993466164668
NZL,2021,9,5111300,1,6,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sep 2021,EAP,NA,NA,0.019564494355643378
MAR,2021,9,36954442,11,88,1,1,0,3,17,33,78,0,0,10,0,0,0,0,1,0,2,0,9,0,0,0,0,0,8,0,0,0,1,0,0,1,Sep 2021,MNA,3.8888888888888893,1.152173913043478,0.02976638099419821
NER,2021,9,24502140,16,2,1,7,2,1,0,12,2,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,Sep 2021,SSA,-0.8440292445166531,-0.7635467980295567,0.06530041865730911
BGD,2021,9,167658854,7,160,6,13,2,0,37,69,156,0,1,3,8,2,0,0,0,0,0,0,33,0,3,0,0,0,4,0,0,1,0,0,0,7,Sep 2021,SAR,-0.3823529411764707,-0.06228765571913919,0.004175144845019637
ZAF,2021,9,61502603,15,85,0,12,0,0,31,62,77,0,0,7,1,0,0,0,0,0,0,0,9,0,0,0,0,0,22,0,0,1,0,0,0,11,Sep 2021,SSA,0.7821782178217822,-0.2994350282485876,0.024389211624099877
IRN,2021,9,88455488,17,336,3,12,5,1,3,34,329,0,0,7,12,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,3,Sep 2021,MNA,0.0736842105263158,-0.3919523099850969,0.019218705796976668
MWI,2021,9,20047258,1,9,0,1,0,0,7,10,7,0,0,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Sep 2021,SSA,-0.4285714285714286,-0.008264462809917439,0.004988213350673693
USA,2021,9,332048977,10,896,49,8,0,0,8,87,874,3,3,20,8,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,2,42,0,0,0,Sep 2021,NAR,0.6901408450704225,-0.3680387409200968,0.0030116039176955513
GIN,2021,9,13710513,2,3,2,0,2,0,3,8,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,Sep 2021,SSA,-0.4782608695652174,-0.7192982456140351,0.014587346221107847
CHN,2021,9,1412360000,1,162,7,24,0,0,1,40,156,0,0,6,8,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,6,0,0,2,Sep 2021,EAP,-0.4285714285714286,-0.17098445595854928,7.080347786683282e-5
EGY,2021,9,110957008,9,2,1,1,6,8,0,18,2,0,1,0,1,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sep 2021,MNA,-0.6896551724137931,-0.5167785234899329,0.00811124971935076
TUR,2021,9,84147318,19,198,109,8,16,10,4,162,187,15,41,11,6,16,0,0,7,2,1,0,2,8,43,0,0,0,2,0,0,0,0,0,0,4,Sep 2021,ECA,-0.17689530685920574,-0.14960629921259838,0.022579448105523696
AGO,2021,9,34532429,1,6,0,2,0,0,2,7,4,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Sep 2021,SSA,-0.8032786885245902,-0.288135593220339,0.002895828729568951
PRY,2021,9,6684182,5,101,2,4,0,0,10,21,100,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,7,0,0,0,0,0,0,4,Sep 2021,LAC,1,0.8129496402877696,0.07480346884630011
RUS,2021,9,144746762,2,88,7,16,2,0,4,61,68,1,2,20,8,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,12,Sep 2021,ECA,-0.5471698113207548,0.07805596465390274,0.0013817234820078393
UKR,2021,9,44298640,9,86,11,3,215,394,1,650,85,0,0,1,1,208,0,0,4,0,384,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25,Sep 2021,ECA,-0.25,0.3272077590607452,0.020316650804629667
ZWE,2021,9,15797210,2,5,0,3,0,0,4,8,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Sep 2021,SSA,0.09090909090909105,-0.1351351351351351,0.012660463461585938
SAU,2021,9,30784383,1,0,16,1,0,1,0,18,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,Sep 2021,MNA,-0.9786096256684492,-0.056768558951964976,0.0032484003333768294
ARG,2021,9,45312281,1,199,0,4,0,0,17,24,199,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,3,Sep 2021,LAC,-0.1428571428571429,0.19999999999999996,0.002206907217935023
GUY,2021,9,815482,1,10,0,1,0,0,3,4,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Sep 2021,LAC,0,-0.6981132075471699,0.1226268636217599
GAB,2021,9,2376722,1,3,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sep 2021,SSA,-0.7,-0.75,0.04207475674479388
GRC,2021,9,10569207,2,55,4,5,0,1,8,31,49,1,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,1,1,0,0,7,Sep 2021,ECA,0.26315789473684226,-0.12056737588652477,0.018922895539845136
COG,2021,9,5892183,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sep 2021,SSA,-0.9318181818181818,-0.5294117647058824,0.016971638525144248
ESP,2021,9,47415794,2,284,3,1,1,0,22,34,280,0,0,4,1,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,1,0,0,3,Sep 2021,ECA,NA,NA,0.004218003815353171
BEN,2021,9,13413417,1,0,1,1,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,Sep 2021,SSA,-0.8181818181818181,-0.6056338028169015,0.0074552218871597
DEU,2021,9,83196078,1,298,4,1,0,0,14,30,291,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,1,1,0,0,4,Sep 2021,ECA,-0.7058823529411764,-0.6583143507972665,0.0012019797375544554
CHL,2021,9,19456334,1,86,21,9,4,0,23,63,85,1,0,1,7,4,0,0,0,0,0,0,3,0,16,0,0,0,20,0,0,0,1,0,0,5,Sep 2021,LAC,-0.4782608695652174,-0.1379703534777651,0.005139714398406195
PNG,2021,9,10012896,1,6,1,2,0,0,4,7,6,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Sep 2021,EAP,-0.7391304347826086,-0.5227272727272727,0.0099871206092622955
TZA,2021,9,62830412,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Sep 2021,SSA,-0.8032786885245902,-0.712,0.001591585934531195
ZMB,2021,9,19603607,1,2,0,1,0,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,Sep 2021,SSA,-0.2941176470588236,-0.25,0.0051011020573917855
ISR,2021,9,9371400,1,67,15,2,1,2,8,45,58,0,2,9,1,0,0,0,0,0,0,0,3,1,7,0,0,0,5,0,0,0,1,0,0,8,Sep 2021,MNA,-0.6571428571428571,-0.4741966893865628,0.010670764240134878
AZE,2021,9,10137750,1,4,0,3,6,3,0,13,3,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sep 2021,ECA,-0.9983038869257951,-0.9267605633802817,0.009864121723262065
THA,2021,9,71727332,5,52,16,2,3,4,31,59,50,0,8,2,1,3,0,0,0,3,0,0,0,2,6,0,0,0,31,0,0,0,0,1,0,1,Sep 2021,EAP,-0.13043478260869568,0.631336405529954,0.006970843415728889
GHA,2021,9,32518665,1,9,0,2,0,0,5,8,9,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,Sep 2021,SSA,-0.6842105263157894,-0.6404494382022472,0.003075156990608317
LBN,2021,9,5718122,2,89,4,2,4,0,15,30,89,0,0,0,0,2,0,0,0,0,0,0,8,1,0,0,0,0,7,0,0,0,2,0,0,5,Sep 2021,MNA,-0.5789473684210527,-0.5794392523364486,0.034976518514295424
BLR,2021,9,9302585,2,40,9,3,1,1,0,18,39,1,2,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3,Sep 2021,ECA,1,-0.7831325301204819,0.021499400435470356
